平均速度,平均行驶速度,平均加速度,平均减速度,怠速时间比,加速时间比,减速时间比,速度标准差,加速度标准差
7.34,23.31,2.72,-2.78,0.73,0.24,0.22,10.26,2.74
10.48,17.25,1.95,-1.61,0.44,0.35,0.38,8.39,2.15
6.69,10.20,1.65,-2.07,0.88,0.57,0.43,2.44,2.27
4.70,10.00,1.95,-1.51,0.97,0.36,0.42,3.82,2.59
8.84,11.00,1.40,-0.84,0.83,0.36,0.45,1.56,1.37
20.27,21.93,0.96,-0.86,0.11,0.47,0.45,6.25,1.17
15.62,18.14,1.80,-2.52,0.19,0.56,0.39,7.18,2.94
14.17,16.07,1.87,-1.57,0.17,0.50,0.45,4.88,2.39
7.77,10.70,0.80,-0.23,0.92,0.55,0.27,1.61,0.68
9.29,10.90,0.98,-0.67,0.78,0.50,0.50,1.19,0.99
1.20,11.64,2.26,-1.49,0.94,0.08,0.11,3.23,1.12
10.09,12.06,1.28,-0.90,0.31,0.42,0.52,3.24,1.27
21.43,27.72,1.44,-1.24,0.27,0.45,0.44,11.72,1.97
46.68,60.13,1.18,-2.17,0.23,0.48,0.24,28.52,3.28
7.33,14.48,2.14,-1.66,0.59,0.33,0.36,6.81,2.22
32.95,37.53,2.08,-0.72,0.15,0.81,0.19,15.38,1.76
16.05,25.23,37.80,-4.63,0.36,0.10,0.60,14.94,13.14
49.05,53.71,1.12,-1.10,0.09,0.41,0.38,19.19,1.69
25.90,26.87,1.68,-1.79,0.05,0.53,0.44,8.03,2.05
24.00,35.94,1.45,-1.60,0.34,0.37,0.31,18.00,1.96
14.49,25.98,2.65,-3.07,0.50,0.39,0.27,13.25,3.13
17.65,18.41,1.12,-1.01,0.07,0.46,0.46,3.95,1.39
14.09,27.22,2.25,-1.34,0.54,0.29,0.47,12.80,3.95
19.98,26.36,1.41,-1.67,0.27,0.52,0.42,12.75,2.06
15.81,23.42,0.93,-1.47,0.35,0.43,0.26,12.24,1.19
33.88,37.11,2.49,-1.50,0.10,0.38,0.61,17.91,3.97
44.51,50.26,1.17,-1.73,0.12,0.54,0.33,20.35,1.89
30.16,51.07,11.57,-1.80,0.41,0.09,0.52,27.87,8.51
52.48,55.35,1.30,-1.52,0.05,0.49,0.41,18.43,2.86
30.49,41.61,1.62,-2.24,0.27,0.47,0.30,22.71,2.01
29.99,51.94,1.70,-2.70,0.43,0.36,0.22,28.88,2.00
35.08,39.77,1.47,-3.33,0.13,0.71,0.29,18.11,2.81
10.94,28.39,18.50,-2.98,0.65,0.08,0.47,15.60,8.25
19.54,31.07,2.21,-1.30,0.42,0.67,0.23,16.01,1.91
25.84,29.06,1.24,-0.95,0.11,0.38,0.42,10.76,1.42
56.47,66.14,1.51,-1.25,0.15,0.33,0.39,34.20,3.21
9.06,12.48,1.61,-1.29,0.43,0.45,0.45,4.95,2.59
8.55,10.78,0.65,-0.59,0.85,0.46,0.38,1.34,0.76
8.74,10.73,1.17,-0.53,0.80,0.29,0.50,1.25,0.87
9.03,10.05,0.45,-0.27,0.89,0.33,0.50,0.59,0.39
23.15,29.81,1.03,-0.97,0.22,0.33,0.32,15.31,1.38
10.52,14.71,1.64,-1.64,0.58,0.50,0.44,4.05,1.97
15.18,43.71,3.06,-1.22,0.66,0.12,0.27,21.91,3.90
17.60,29.25,1.89,-2.02,0.41,0.33,0.30,16.66,2.04
31.54,32.17,1.12,-1.06,0.03,0.47,0.48,9.38,1.52
25.08,26.70,1.12,-1.50,0.08,0.58,0.36,7.39,1.63
10.03,19.10,1.38,-1.42,0.52,0.34,0.31,9.72,1.45
14.36,22.30,2.48,-1.38,0.47,0.34,0.59,9.85,2.44
11.60,16.85,0.93,-0.89,0.38,0.42,0.37,7.66,1.22
19.29,19.71,1.43,-1.59,0.04,0.51,0.41,5.82,1.95
30.50,31.26,1.55,-0.88,0.03,0.54,0.42,10.37,1.48
4.44,11.86,1.62,-1.87,0.80,0.42,0.25,4.51,1.57
3.49,10.80,3.60,-3.07,0.91,0.30,0.30,4.01,2.78
10.18,10.57,2.10,-0.45,0.25,0.33,0.67,0.87,1.49
17.87,18.89,1.24,-1.38,0.10,0.53,0.45,4.34,1.64
9.35,16.55,1.28,-1.18,0.48,0.36,0.32,8.01,1.43
39.44,40.01,1.02,-1.34,0.02,0.55,0.41,13.05,1.81
30.66,44.06,1.31,-1.43,0.30,0.39,0.28,22.04,1.66
29.85,32.70,1.12,-1.92,0.11,0.67,0.30,11.22,1.90
49.89,58.55,1.08,-2.64,0.15,0.54,0.21,27.08,3.13
52.68,56.84,2.68,-1.66,0.07,0.33,0.53,21.31,6.94
7.13,11.43,1.00,-1.28,0.82,0.53,0.39,3.58,1.69
39.31,50.92,1.18,-1.48,0.23,0.46,0.30,24.29,1.98
25.99,29.69,1.79,-1.67,0.13,0.42,0.39,12.85,2.61
14.86,16.20,1.95,-1.86,0.14,0.50,0.44,3.98,2.58
21.16,38.36,1.55,-2.25,0.46,0.39,0.26,21.79,2.90
52.17,54.86,1.05,-1.16,0.05,0.48,0.43,15.81,2.56
42.07,57.85,1.43,-3.17,0.29,0.61,0.25,29.56,2.57
52.58,59.81,2.25,-1.89,0.12,0.38,0.44,25.51,4.57
18.29,30.83,2.89,-2.02,0.41,0.27,0.35,18.73,2.43
42.16,46.47,0.85,-0.82,0.10,0.44,0.42,17.40,1.21
28.38,33.52,1.36,-0.92,0.16,0.33,0.43,14.12,1.67
12.42,17.17,1.34,-0.90,0.33,0.30,0.38,7.28,1.47
13.96,18.26,1.16,-0.61,0.27,0.27,0.46,7.51,2.13
12.29,16.92,0.68,-0.46,0.32,0.34,0.48,7.09,0.71
3.61,14.66,1.01,-0.59,0.81,0.17,0.28,5.60,1.28
7.37,17.64,0.98,-0.73,0.77,0.36,0.42,6.55,1.14
6.93,16.70,3.96,-2.23,0.73,0.50,0.40,7.19,3.73
6.56,12.63,1.03,-0.70,0.69,0.57,0.25,5.23,1.09
16.44,20.07,1.25,-1.84,0.24,0.59,0.36,7.67,1.80
42.26,46.09,1.75,-1.11,0.10,0.38,0.55,17.58,2.69
87.06,87.62,0.85,-0.93,0.01,0.46,0.39,22.18,2.95
24.20,29.11,1.89,-2.17,0.17,0.44,0.37,12.33,3.00
20.75,21.58,3.71,-3.54,0.06,0.50,0.44,6.19,4.27
23.91,39.10,0.97,-2.45,0.39,0.44,0.15,20.98,2.13
24.07,36.36,1.45,-2.97,0.35,0.62,0.06,18.47,1.56
16.72,40.75,1.80,-2.28,0.59,0.24,0.15,21.17,2.12
5.75,16.43,1.25,-1.12,0.70,0.31,0.28,7.29,1.20
6.35,12.62,2.36,-1.37,0.59,0.33,0.33,5.92,2.18
8.50,10.70,1.57,-1.10,0.67,0.60,0.40,1.92,1.74
9.95,11.10,2.30,0.0,0.50,1.00,0.00,1.63,0.00
34.07,35.83,2.21,-0.84,0.07,0.69,0.31,9.19,4.62
29.99,31.66,1.65,-1.61,0.06,0.51,0.37,11.52,2.39
12.48,13.43,1.46,-0.67,0.22,0.62,0.38,2.06,1.37
4.76,11.70,1.40,-1.10,0.96,0.36,0.42,3.14,1.52
3.21,10.10,0.89,-0.99,0.98,0.42,0.36,2.74,1.17
2.16,12.86,1.28,-1.14,0.96,0.22,0.22,3.46,1.05
12.56,13.66,0.97,-0.96,0.13,0.53,0.42,3.21,1.33
0.81,10.20,1.13,-3.07,0.99,0.08,0.03,2.31,0.68
30.82,31.49,0.93,-1.45,0.03,0.58,0.36,10.15,1.48
3.20,11.05,2.83,-0.89,0.91,0.18,0.41,3.81,1.44
8.57,10.10,0.72,-0.60,0.83,0.80,0.20,1.00,0.68
15.82,16.00,0.96,-0.56,0.02,0.38,0.51,3.09,1.00
20.60,24.74,1.42,-1.23,0.21,0.46,0.49,9.46,1.74
6.88,10.80,2.60,-1.34,0.89,0.38,0.62,2.63,2.29
0.26,13.38,2.16,-0.33,0.98,0.02,0.01,1.84,0.67
11.47,14.20,14.20,0.0,0.19,0.02,0.00,5.65,1.99
9.47,14.20,14.20,0.0,0.33,0.50,0.00,8.20,10.04
5.92,14.20,14.20,-0.43,0.60,0.11,0.33,7.14,4.80
2.74,16.30,2.18,-1.28,0.91,0.17,0.08,4.96,1.20
18.65,24.87,8.80,0.0,0.25,1.00,0.00,12.48,13.01
39.46,39.62,1.49,-1.73,0.00,0.48,0.31,12.16,3.06
1.26,13.01,2.49,-1.89,0.95,0.10,0.10,3.27,1.08
1.48,19.07,1.98,-2.22,0.93,0.06,0.04,5.00,1.03
1.56,16.79,2.54,-1.70,0.92,0.08,0.07,4.75,1.16
41.44,42.86,0.92,-1.15,0.03,0.49,0.36,11.12,1.52
11.58,20.48,2.32,-2.34,0.45,0.34,0.25,10.44,2.88
17.41,19.45,1.57,-1.19,0.12,0.42,0.45,6.34,2.07
23.18,28.42,1.60,-1.00,0.20,0.50,0.31,13.03,2.59
6.24,13.97,3.34,-1.90,0.59,0.31,0.19,7.07,2.56
10.57,10.95,0.60,0.0,0.33,1.00,0.00,0.67,0.71
30.97,31.87,2.29,-3.81,0.04,0.64,0.32,12.82,3.50
22.30,37.77,1.15,-1.53,0.41,0.34,0.24,20.04,1.65
7.56,22.22,1.73,-1.70,0.67,0.21,0.18,10.99,1.44
30.73,37.38,1.47,-1.35,0.18,0.40,0.40,17.42,1.94
32.84,42.78,1.56,-1.89,0.23,0.41,0.33,20.43,2.17
12.61,13.05,1.08,-0.95,0.13,0.43,0.43,1.59,1.34
9.26,11.70,2.37,-1.15,0.50,0.43,0.57,2.80,2.07
17.35,32.08,1.41,-1.59,0.53,0.52,0.33,15.24,1.93
27.25,32.11,1.28,-1.12,0.15,0.40,0.34,13.73,1.62
27.61,37.74,1.49,-1.21,0.28,0.45,0.29,18.70,1.71
42.54,44.68,1.28,-1.03,0.05,0.44,0.46,15.87,1.72
36.41,43.28,1.28,-1.80,0.17,0.52,0.35,20.35,2.89
13.11,14.42,0.85,-1.00,0.19,0.57,0.40,3.43,1.39
58.33,59.34,2.43,-2.26,0.02,0.47,0.50,18.74,5.74
9.56,12.45,2.45,-2.75,0.43,0.67,0.33,3.95,3.14
3.77,12.23,2.32,-3.67,0.83,0.35,0.18,5.04,2.83
9.87,10.10,0.70,0.0,0.33,0.50,0.00,0.40,0.49
47.90,48.34,1.35,-1.94,0.01,0.58,0.37,16.30,2.45
39.74,48.40,1.39,-1.95,0.18,0.48,0.34,22.95,2.15
32.57,46.17,1.37,-2.04,0.30,0.42,0.27,23.71,2.15
1.95,17.00,5.95,-3.06,0.90,0.06,0.10,5.36,1.85
65.64,66.41,1.18,-1.25,0.01,0.50,0.46,18.43,1.78
37.20,47.74,1.47,-2.92,0.23,0.54,0.27,24.76,2.50
27.09,31.25,3.21,-3.00,0.17,0.52,0.43,12.43,3.87
31.52,32.99,21.00,-2.88,0.06,0.13,0.87,13.59,11.61
44.47,47.37,1.58,-1.70,0.06,0.48,0.44,17.13,1.97
28.07,47.70,2.90,-2.11,0.41,0.26,0.33,26.70,3.94
64.79,68.76,1.54,-1.56,0.06,0.48,0.40,22.65,3.50
35.04,38.23,58.80,-5.04,0.08,0.09,0.82,16.83,19.37
7.01,16.51,4.54,-2.06,0.61,0.17,0.33,8.44,2.83
61.83,62.42,1.34,-1.09,0.01,0.67,0.29,20.28,1.30
15.92,22.12,3.11,-1.31,0.29,0.30,0.41,10.41,3.46
8.60,10.20,1.50,-0.80,0.75,0.67,0.33,1.30,1.36
28.87,29.84,1.50,-1.49,0.05,0.56,0.44,7.71,2.02
32.01,35.67,1.91,-1.73,0.11,0.41,0.44,17.28,3.51
44.80,47.09,1.41,-1.80,0.05,0.54,0.39,20.07,3.27
4.05,17.90,1.96,-1.70,0.80,0.15,0.17,7.21,1.30
29.18,31.33,1.20,-2.17,0.09,0.64,0.31,12.92,2.15
41.91,54.31,1.62,-1.85,0.23,0.42,0.35,26.68,2.92
3.54,11.20,5.60,-6.40,0.86,0.33,0.17,4.66,4.58
17.28,19.04,1.38,-1.19,0.14,0.45,0.43,5.31,1.60
9.84,23.61,1.56,-0.92,0.61,0.25,0.29,12.46,1.86
24.48,29.10,28.80,-2.30,0.20,0.11,0.67,10.96,10.27
19.72,22.30,2.13,-1.36,0.14,0.44,0.46,9.30,2.33
24.92,26.71,2.17,-4.75,0.09,0.61,0.24,9.84,4.56
16.01,17.60,2.46,-1.29,0.19,0.33,0.47,4.08,2.14
31.78,50.73,1.02,-1.09,0.38,0.42,0.17,27.15,1.17
16.79,17.32,2.17,-3.04,0.07,0.62,0.38,4.28,3.19
40.66,45.39,1.30,-1.57,0.12,0.52,0.39,17.47,2.82
20.41,20.83,1.56,-1.72,0.04,0.54,0.46,5.85,2.00
24.03,25.16,1.46,-1.89,0.06,0.54,0.38,9.64,2.07
12.55,21.50,1.80,-1.94,0.50,0.47,0.31,9.95,2.40
18.90,23.40,1.72,-2.66,0.22,0.59,0.36,10.53,2.68
32.22,34.33,1.56,-3.72,0.08,0.72,0.28,13.84,2.80
41.54,42.33,1.36,-2.13,0.02,0.54,0.33,13.60,3.23
9.44,10.20,0.70,-0.60,0.80,0.50,0.25,0.50,0.63
25.62,27.71,1.85,-2.48,0.10,0.53,0.33,8.58,2.83
25.11,34.29,1.93,-0.79,0.28,0.47,0.35,16.13,2.08
10.12,16.05,2.14,-2.12,0.48,0.55,0.25,7.44,2.56
19.40,21.24,1.42,-2.08,0.14,0.71,0.24,5.75,2.18
23.52,25.92,2.47,-1.68,0.12,0.42,0.58,10.28,2.66
7.40,10.25,1.08,-1.65,0.78,0.75,0.25,2.53,1.52
9.30,10.40,1.00,-1.50,0.75,0.67,0.33,1.00,1.70
17.41,20.04,1.92,-3.08,0.24,0.62,0.38,7.02,2.89
9.81,48.28,18.15,-2.13,0.80,0.03,0.24,20.64,5.89
4.13,15.70,6.47,-1.27,0.81,0.12,0.40,6.22,2.77
30.42,31.56,2.07,-1.85,0.05,0.47,0.50,11.09,2.34
83.54,91.44,0.81,-1.18,0.09,0.47,0.32,29.54,1.85
61.56,68.43,0.99,-0.89,0.10,0.40,0.39,25.95,1.32
25.27,35.64,1.04,-2.15,0.30,0.54,0.19,19.32,1.52
28.85,29.82,1.45,-1.29,0.04,0.46,0.51,9.14,1.89
30.39,32.35,1.17,-1.45,0.08,0.59,0.41,11.48,1.84
9.53,10.20,0.80,0.0,0.67,1.00,0.00,0.83,0.57
18.47,18.73,1.22,-1.57,0.03,0.50,0.38,4.13,1.92
4.02,10.20,2.06,-1.93,0.78,0.62,0.38,4.67,3.78
19.96,46.66,2.00,-2.18,0.59,0.28,0.26,23.99,2.22
6.84,26.49,2.42,-1.95,0.74,0.17,0.09,11.98,1.45
13.46,29.04,2.62,0.0,0.55,0.53,0.00,15.73,1.50
3.92,12.60,6.30,0.0,0.80,0.50,0.00,5.72,3.68
36.23,40.09,2.71,-1.69,0.10,0.39,0.51,15.42,5.58
5.59,14.86,1.39,-1.28,0.88,0.40,0.38,4.95,1.77
6.10,10.30,0.73,-1.23,0.98,0.60,0.33,2.65,1.41
10.37,10.52,0.37,0.0,0.14,0.50,0.00,0.39,0.35
7.96,21.46,1.23,-1.08,0.75,0.39,0.41,8.73,1.32
21.10,23.01,1.83,-1.78,0.11,0.44,0.44,7.17,4.15
26.42,27.98,1.31,-1.62,0.07,0.57,0.40,8.96,2.81
1.87,10.60,5.30,-0.30,0.90,0.22,0.11,3.92,2.67
47.06,47.44,1.05,-1.24,0.01,0.61,0.33,16.19,1.50
11.00,12.00,1.63,-1.25,0.29,0.50,0.33,1.95,1.74
14.54,17.55,2.06,-1.58,0.26,0.45,0.55,6.38,2.17
14.53,15.06,1.50,-2.15,0.09,0.62,0.38,3.49,2.34
34.48,34.89,1.54,-1.78,0.02,0.51,0.42,11.24,2.40
16.70,23.68,1.63,-2.71,0.43,0.63,0.33,9.55,2.80
27.31,38.32,1.48,-1.86,0.30,0.50,0.34,19.41,2.13
14.21,22.13,2.74,-2.20,0.36,0.31,0.35,12.06,2.56
13.85,25.20,2.10,-1.94,0.45,0.27,0.27,14.19,2.14
1.75,10.10,10.10,-3.13,0.94,0.06,0.19,3.49,2.97
5.41,16.89,4.00,-3.38,0.72,0.18,0.18,7.74,2.51
2.02,16.55,1.93,-2.07,0.90,0.07,0.06,5.27,1.00
10.57,15.19,1.27,-1.59,0.43,0.53,0.32,6.25,1.87
0.51,11.41,1.20,-1.38,0.98,0.04,0.03,2.05,0.40
10.37,14.89,1.83,-1.19,0.47,0.50,0.50,5.21,2.21
18.19,24.48,1.42,-1.89,0.30,0.56,0.36,10.75,2.01
2.00,11.07,4.03,-2.73,0.91,0.10,0.13,3.97,2.02
8.88,14.68,3.19,-2.66,0.71,0.44,0.50,4.56,3.50
20.87,22.34,2.57,-1.66,0.09,0.44,0.53,7.13,3.78
3.80,14.98,3.42,-1.80,0.84,0.16,0.23,5.57,1.94
1.15,20.08,4.43,-2.17,0.96,0.05,0.07,4.15,1.62
1.95,21.04,3.02,-4.54,0.91,0.07,0.04,6.19,1.30
9.99,10.73,0.46,-0.40,0.50,0.71,0.29,0.88,0.48
8.53,10.00,1.45,-0.93,0.83,0.40,0.60,1.38,1.70
23.43,23.66,1.30,-1.77,0.02,0.55,0.38,8.25,2.01
6.62,11.93,2.66,-2.53,0.56,0.62,0.38,5.57,3.60
22.29,22.65,1.41,-1.48,0.03,0.54,0.40,5.98,1.84
53.79,70.03,0.89,-1.08,0.24,0.40,0.33,33.34,1.23
81.55,83.04,0.72,-1.05,0.02,0.51,0.34,19.80,1.87
21.94,32.93,1.44,-2.16,0.34,0.41,0.26,17.93,2.29
22.91,35.23,1.26,-1.28,0.36,0.35,0.34,17.76,1.85
54.89,56.27,0.88,-1.17,0.03,0.50,0.35,14.33,1.54
40.35,47.35,1.10,-1.00,0.15,0.41,0.42,22.52,1.57
8.70,28.20,37.60,-3.05,0.71,0.03,0.37,13.61,7.28
10.80,11.57,1.30,-0.25,0.40,0.50,0.50,1.19,0.92
27.60,31.37,2.53,-1.32,0.13,0.31,0.59,16.99,5.42
5.02,16.57,3.28,-1.78,0.79,0.21,0.36,6.54,3.05
25.89,29.60,1.50,-1.80,0.16,0.54,0.42,10.92,2.04
27.14,30.87,1.37,-4.20,0.17,0.73,0.22,11.41,2.79
49.75,49.89,1.14,-0.87,0.00,0.40,0.50,12.79,3.13
34.63,38.83,1.19,-1.86,0.11,0.61,0.33,14.73,2.18
31.19,34.22,1.50,-1.37,0.11,0.47,0.47,11.96,2.69
15.59,17.97,1.51,-1.09,0.26,0.50,0.39,5.14,1.51
8.30,10.20,3.80,0.0,0.50,1.00,0.00,2.69,0.00
10.25,12.63,1.63,0.0,0.50,0.80,0.00,2.90,1.31
14.70,15.01,1.17,-1.06,0.05,0.44,0.39,1.82,1.77
3.14,12.20,3.16,-1.24,0.81,0.17,0.33,4.80,2.63
14.25,23.14,1.03,-0.83,0.53,0.43,0.51,9.14,1.19
15.69,22.24,1.37,-1.25,0.31,0.36,0.38,10.58,1.59
6.66,27.48,1.57,-1.94,0.76,0.16,0.12,11.88,1.17
52.53,53.39,3.89,-1.89,0.02,0.34,0.64,22.81,9.18
27.45,33.69,2.26,-2.22,0.22,0.51,0.49,15.01,2.92
55.97,66.44,1.45,-1.99,0.16,0.48,0.34,31.48,2.24
79.41,80.01,0.96,-0.97,0.01,0.43,0.43,20.58,2.47
14.49,16.04,1.87,-1.79,0.14,0.55,0.40,4.59,2.39
12.85,12.96,4.80,-3.40,0.03,0.03,0.03,1.33,0.95
8.72,10.00,1.35,0.0,0.50,0.67,0.00,1.48,1.31
8.10,10.00,1.70,-1.90,0.75,0.67,0.33,1.49,2.31
12.62,14.46,1.15,-1.43,0.29,0.59,0.32,3.28,1.39
13.90,15.35,4.10,-0.10,0.20,0.50,0.25,3.28,3.37
2.20,10.30,1.52,-1.97,0.99,0.34,0.23,3.04,1.86
3.32,10.10,1.15,-1.43,0.97,0.32,0.25,3.60,1.13
10.68,11.08,1.27,-1.25,0.17,0.60,0.40,1.34,1.50
13.91,14.15,1.32,-1.22,0.05,0.52,0.48,2.09,1.63
9.73,12.05,2.85,-1.20,0.67,0.40,0.60,2.01,2.33
7.50,10.50,1.87,-1.10,0.80,0.75,0.25,2.33,1.58
10.69,12.16,0.99,-1.50,0.36,0.70,0.20,2.28,1.18
11.65,12.08,1.47,-1.65,0.17,0.60,0.40,1.69,2.14
8.48,13.50,8.40,-1.43,0.80,0.25,0.75,3.32,4.99
13.21,15.63,1.64,-1.21,0.26,0.50,0.39,4.63,1.68
17.72,20.09,1.54,-1.18,0.12,0.51,0.36,8.17,2.30
28.57,30.04,1.08,-1.95,0.06,0.64,0.29,9.48,2.09
42.44,42.71,1.73,-1.46,0.01,0.46,0.53,13.68,2.70
18.36,21.48,2.20,-2.81,0.16,0.33,0.25,10.59,3.01
10.95,12.20,2.50,0.0,0.50,1.00,0.00,1.77,0.00
10.45,10.58,1.05,-0.85,0.17,0.40,0.40,0.54,0.98
18.61,18.78,2.49,-2.48,0.02,0.15,0.08,2.58,1.45
47.01,52.18,1.21,-1.27,0.10,0.43,0.39,22.52,1.94
42.78,43.21,0.95,-0.92,0.01,0.47,0.48,11.19,1.27
41.39,56.79,2.02,-1.68,0.27,0.35,0.38,27.39,3.33
52.60,53.48,1.01,-1.35,0.02,0.56,0.41,15.68,1.75
25.75,32.91,1.60,-1.38,0.22,0.38,0.41,16.17,1.83
28.09,36.91,1.53,-2.57,0.27,0.60,0.31,17.69,2.78
40.51,40.87,1.17,-1.07,0.01,0.45,0.48,11.03,1.53
21.65,31.62,1.46,-1.69,0.32,0.42,0.30,16.48,1.71
28.24,32.14,1.18,-0.98,0.13,0.42,0.49,13.03,1.46
28.74,33.72,1.63,-1.93,0.17,0.55,0.40,13.66,2.41
12.49,13.76,2.80,-2.20,0.29,0.50,0.50,3.14,3.00
4.72,18.23,2.17,-2.06,0.75,0.15,0.12,8.10,1.49
21.05,22.32,1.43,-1.74,0.09,0.53,0.40,6.82,1.80
3.76,25.37,1.83,-2.25,0.87,0.12,0.09,8.90,1.24
23.61,43.33,4.53,-2.39,0.46,0.21,0.36,22.63,6.61
33.72,36.36,1.37,-1.74,0.08,0.52,0.40,13.23,2.11
56.86,68.39,1.12,-1.20,0.17,0.43,0.36,30.21,1.98
26.07,33.84,2.23,-1.86,0.24,0.42,0.36,16.51,2.45
43.65,48.12,1.02,-0.87,0.09,0.40,0.45,20.41,1.26
35.45,39.56,1.17,-1.37,0.11,0.48,0.37,14.74,1.83
17.31,17.51,1.54,-0.93,0.03,0.38,0.59,2.56,1.59
18.02,33.22,2.13,-1.34,0.47,0.39,0.28,17.19,2.45
49.63,58.00,2.61,-2.32,0.15,0.43,0.43,28.55,5.51
36.41,52.75,2.03,-1.98,0.31,0.37,0.34,28.01,2.19
27.33,42.19,1.85,-1.60,0.35,0.30,0.34,25.14,1.83
65.60,73.48,1.62,-1.24,0.11,0.39,0.45,28.17,3.68
21.86,37.03,2.55,-3.42,0.42,0.36,0.26,21.32,2.79
46.07,52.23,1.30,-1.20,0.12,0.41,0.44,24.36,1.58
35.12,37.57,1.34,-1.20,0.08,0.45,0.47,15.46,1.73
16.33,16.84,1.62,-1.09,0.05,0.47,0.53,4.03,1.63
18.24,51.65,2.11,-2.04,0.65,0.18,0.13,25.65,2.69
57.55,58.30,1.35,-2.79,0.01,0.66,0.29,20.81,2.56
16.73,35.76,2.95,-2.01,0.54,0.22,0.28,19.28,2.15
46.37,48.93,1.07,-0.95,0.06,0.42,0.47,18.80,1.35
30.77,32.79,1.59,-1.23,0.07,0.41,0.51,12.80,2.81
61.93,62.98,2.07,-2.16,0.02,0.46,0.40,15.99,4.74
8.97,11.30,5.30,-3.60,0.67,0.50,0.50,2.71,6.29
22.49,39.92,2.27,-4.29,0.45,0.48,0.23,22.30,3.40
49.16,75.53,9.36,-3.44,0.35,0.18,0.46,40.41,12.53
13.20,21.27,7.48,-2.80,0.38,0.06,0.09,10.52,3.14
11.36,30.74,2.71,-1.51,0.64,0.17,0.21,15.25,1.73
49.82,50.36,1.21,-1.54,0.01,0.53,0.41,16.82,3.28
13.47,24.58,1.50,-2.36,0.46,0.37,0.23,13.14,1.93
20.73,21.31,1.87,-1.84,0.05,0.53,0.47,6.29,2.62
2.98,20.07,2.11,-1.23,0.87,0.11,0.13,6.88,1.11
25.58,31.16,2.86,-2.50,0.19,0.47,0.47,13.83,4.00
49.70,53.47,1.57,-3.14,0.07,0.60,0.29,21.11,4.23
5.49,14.10,2.50,-2.09,0.64,0.23,0.23,6.93,2.27
2.56,10.00,3.22,-1.67,0.95,0.21,0.37,3.89,2.84
50.60,51.98,1.40,-1.39,0.03,0.35,0.30,15.47,2.79
24.60,39.36,1.33,-2.76,0.38,0.49,0.19,21.24,1.85
45.33,49.69,2.90,-3.49,0.10,0.53,0.43,20.45,7.26
31.85,34.13,1.36,-1.51,0.08,0.53,0.44,13.34,1.71
10.26,22.08,2.25,-0.92,0.63,0.54,0.38,10.23,2.09
22.95,28.80,1.71,-1.95,0.21,0.49,0.39,13.84,2.49
48.30,53.54,1.27,-2.22,0.10,0.57,0.32,21.82,2.22
23.20,55.70,2.15,-2.36,0.59,0.27,0.22,30.14,2.13
69.48,72.21,1.45,-1.70,0.04,0.52,0.38,23.41,2.21
73.19,74.73,2.13,-4.14,0.02,0.69,0.26,22.85,5.52
37.76,56.58,96.35,-42.95,0.33,0.25,0.50,58.88,90.91
44.74,68.43,1.48,-2.08,0.35,0.39,0.27,37.47,1.81
59.65,75.75,1.49,-7.07,0.21,0.39,0.07,38.62,4.18
66.18,68.20,1.82,-1.11,0.03,0.40,0.27,20.50,2.32
4.70,24.36,3.33,-0.90,0.81,0.19,0.02,9.81,1.79
6.46,11.38,3.00,-1.80,0.56,0.50,0.12,5.35,2.22
13.08,30.91,10.26,-2.20,0.62,0.14,0.61,15.74,7.49
48.76,49.72,1.25,-1.13,0.02,0.43,0.44,14.85,1.64
1.14,13.20,2.92,-4.67,0.96,0.17,0.07,3.11,2.51
13.05,17.40,6.27,0.0,0.25,1.00,0.00,8.77,8.52
3.05,12.20,12.20,0.0,0.75,0.33,0.00,6.10,7.04
8.14,11.55,3.87,-8.60,0.60,0.75,0.25,4.76,7.28
10.17,15.25,8.55,0.0,0.33,1.00,0.00,9.00,6.86
11.90,23.80,23.80,0.0,0.50,1.00,0.00,16.83,0.00
11.60,23.20,23.20,0.0,0.50,1.00,0.00,16.40,0.00
17.66,18.32,1.48,-0.85,0.04,0.46,0.44,4.42,2.13
4.00,16.50,6.90,-2.90,0.88,0.43,0.29,5.55,6.71
26.16,26.37,1.72,-0.86,0.01,0.15,0.04,4.57,1.54
14.30,28.40,28.20,0.0,0.50,0.33,0.00,16.28,16.28
21.58,25.86,6.48,0.0,0.17,1.00,0.00,12.15,5.72
37.28,37.83,4.05,-4.23,0.01,0.36,0.18,19.07,7.89
11.62,46.50,46.50,0.0,0.75,0.33,0.00,23.25,26.85
35.88,36.18,2.88,-2.16,0.01,0.43,0.55,13.78,5.74
22.64,27.67,2.04,-1.95,0.19,0.43,0.40,13.08,2.53
23.05,46.01,1.57,-2.43,0.50,0.31,0.19,24.33,1.98
14.90,30.90,2.71,-4.33,0.53,0.33,0.17,16.96,3.37
7.48,10.00,1.43,0.0,0.80,1.00,0.00,2.41,1.24
12.12,14.02,1.39,-1.24,0.31,0.47,0.47,3.46,1.51
22.47,24.00,1.70,-1.46,0.08,0.51,0.40,6.65,1.98
15.63,24.63,2.40,-2.10,0.37,0.29,0.31,12.72,2.51
5.22,13.63,2.86,-1.56,0.70,0.24,0.34,6.03,2.18
27.60,30.95,1.60,-0.78,0.15,0.84,0.16,12.27,1.24
9.20,10.30,0.90,-0.40,0.75,0.67,0.33,0.77,0.81
